27864531,1,0
27864458,4,0
27864540,1,0
27864454,20,0
27864450,1,1
27864453,1,0
27864452,3,1
27864457,3,1
27873933,1,0
27864532,8,0
27864455,1,0
27864546,6,1
27864525,2,0
27864520,1,0
27864543,0,0
27873935,3,1
27864526,3,0
27864451,1,0
27864538,1,1
27864535,1,0
27864547,2,1
27864534,3,0
27864545,6,3
27864541,1,0
27864448,7,0
27864523,2,0
27864542,3,0
27864527,19,1
27864528,4,0
27864486,1,0
27864449,2,1
27182848,4,0
27182675,2,1
27182844,3,0
27182677,1,0
27182676,1,1
27182679,1,0
27182843,2,0
27182674,0,1
27182841,5,0
27182846,1,0
27182850,2,0
27182845,1,1
27182849,1,0
evj0w9dedyiqtvv4bm05w7z3u,0,0
e42ieihjvro07e6xvaylvoz5g,1,0
ek88m7ogbg8qylfx0zlr6yxwv,5,0
e4k7nea6x9cvruj3mdaa2361h,0,1
ea09aymki85mlg41lkawt3j9k,18,1
e8yt4wwtuw4djzb2tnmqtkas5,3,0
ed87s6edigmrz0e96unocxwub,3,0
eb5e31t21x2bftth3no1p44fu,2,0
evl27w5eemfh9tdr5xct62h77,5,0
e1jn5x01tujvoayyxg2kw0gm8,3,0
e14wfy21pc5jmsgl38rrw5b6y,1,1
e08hb57x74t2sc5aksra1h3fz,5,0
ekx37sithrhs60hcopdu9gy08,1,0
e6l63tl8a4jv3il8a8yo3vrre,14,4
eafaehkqbqltc36zrrrxgryt7,4,1
evlj31gm9saxl1dlh255qnglp,1,1
e8o9jea4cb8hr4vl1422dca0j,20,0
eklbfvjn6apijwwn4mkqgytjx,0,1
ejh2jk4xcg5ul7l37r84aiw5j,2,0
eij72dtsvi9dfe6brrbwojdrx,4,0
e5daaa1a8zpkri0qkc2w2dqf3,2,0
eelpcx1l7w1s1hztbl92t35d3,1,0
ettpqp819n9s5krk20ucgya5p,1,0
efufubbokfgtj44h05m2sr19m,2,0
eibphjw6rgzvusarpzqep2db7,2,0
eeob9xlnjoxutlhwj4plvg6ex,1,0
22534151,5,1
22534046,1,0
22534057,13,1
22534077,15,2
22534070,19,1
22534157,18,2
22534199,17,3
22534084,2,1
22534062,10,1
22534099,3,0
22534178,5,1
22534104,7,2
22534172,6,0
22534039,6,1
22534092,1,0
22534051,7,0
22534186,3,0
22534143,18,2
27182871,1,0
27182890,0,1
27182877,1,0
27182883,2,0
27182892,1,0
15276240,1,0
15276252,6,3
15276254,1,1
18506137,1,0
18506130,2,0
18506132,1,0
18506126,1,0
15369064,1,0
15369059,1,0
15369033,1,0
15368803,0,2
15368743,3,0
15368760,1,0
15369015,6,6
15368867,1,0
15368676,1,0
15368711,2,0
15368938,1,0
15368686,0,0
15369076,1,0
15368820,2,0
15368707,1,0
15368700,4,0
egoog9dfztogyikev78vhxmdy,6,0
ee2l3xqfyzvzu1swat4mblb8u,1,0
e7ockby8yy5u9ouxed31g61h0,2,0
etir2rapinbbs4g6h3fro374a,5,1
esnf1aqk5y78y1kjnve34le0f,0,1
epdvu7ndz9cfweyb59emysnpg,1,0
eyw4wntf8u59426j5tdndxctn,2,0
e88w6tjx3sdnyapdwichrmf84,1,0
euqkvwx4vv9aek7jl8zvajmt2,0,2
ezwog9o4svkhvpf60prxg4h5l,1,0
egl5miblnvhv0nc5j1izukxac,1,0
eejqw7fj8nwk5wjvnbmrzx8kx,1,0
efukqadv4wz7f83rrfbdu1j3d,2,0
eqwfs8g0ppsicq02swzy5zc0n,0,1
ed4uhhci1jty76dnlkpqlvoxq,1,1
e94dfert7ovt3bu97vyoag1rt,1,0
37798827,3,0
37799394,4,0
37799344,12,2
37799337,3,0
37799377,13,1
37798768,2,1
37799353,14,2
37799349,12,1
37798760,2,0
37799379,20,0
37799343,8,1
37799351,20,0
37799355,7,1
37799396,1,0
37799346,1,0
37798761,20,0
37798770,2,0
37799348,20,0
37799338,4,0
37798769,6,0
37799362,11,1
37799370,2,2
37798764,0,1
37799358,5,1
37798821,0,0
37798763,1,0
37799397,8,0
37799339,1,0
37798762,1,0
37799345,3,0
37799383,1,0
37798819,17,3
37799354,17,1
37799382,10,1
37798825,2,0
37799390,3,0
37799388,3,1
37799350,1,0
37799378,9,3
37799359,1,0
37799367,19,1
37799369,10,0
37799398,16,4
37799342,11,0
37799395,20,0
37798823,4,0
37799386,12,2
37798824,2,0
37798820,4,1
37799381,2,0
794948,13,7
794954,2,0
794943,1,0
794958,1,1
794937,2,0
794951,5,0
794952,1,0
794934,1,0
28023091,2,0
28023082,3,0
28023079,12,1
28023037,0,1
28023070,1,0
28023072,5,2
28023067,2,0
28023084,1,0
28023078,0,1
28023081,14,2
28023062,1,0
28023093,1,0
28023069,1,0
28023042,4,0
28023090,3,0
28023041,0,1
28023086,1,0
28023100,1,0
28023054,1,0
28023039,7,5
28023048,8,0
28023046,4,0
28023088,5,2
28023040,2,0
28023097,14,4
28023087,2,0
28023047,1,1
28023077,1,0
14987901,13,0
14987629,16,4
14987755,10,0
14987897,19,1
14987843,19,1
14987698,19,1
14987883,19,1
14987823,20,0
14987811,2,0
14987645,18,2
14987867,10,0
14987799,9,2
14987718,20,0
14987660,4,0
14987765,7,0
14987853,20,0
14987907,1,0
14987666,19,1
14987638,13,0
14987685,4,0
14987874,8,0
14987651,5,2
14987861,16,0
14987654,11,0
14987736,16,0
14987892,19,1
14987707,15,1
14987831,2,0
28147902,3,1
ealupezhrcqscodiz8a4p2q5n,11,0
eo3rb63do42pufhtrlv41qda9,1,0
eyrcfp5iqnt7b2tv3dinbsxxa,3,0
ex5zvbi6xcn9chdr74y6d8qfr,2,0
e2kb44jr38f6esug0pqlerlcn,1,0
e6wc9ntbu3c80t6ip79p4avnj,2,0
eou38djzq2heqroj1ausaptyv,5,0
ezug3qi9aklyp06ef5dirnmlj,7,0
e2be1uyy9r2825raq5qd8yzqq,1,0
exgobul7b09p1y2xcczq9xwwq,2,2
epwpwvkxcnu7loojyhgwm8sx9,2,1
erkva92wh4vketoi7mdtum5tw,2,0
el6xdonqumcpsbyvykqsrhi5s,18,2
edqe97lxe6x3lvnvbdf9un9t1,1,0
ezstnobi5m3dohc5h1ellvcfq,2,1
eo7v5x8h7gqxndiizqmuy19n9,1,0
ew4wnpyxu7xzy48gtgdx7jeou,3,0
eizvontdrmd5fpsl1nrihncqn,8,2
ecrfy5y86vaahwd55cv1rorwk,2,0
e2xwmreag1ysqyc43k003y87p,17,3
24684000,2,0
24683790,6,0
24684026,1,0
24683667,0,1
24683711,1,0
24684013,0,1
24683913,5,0
24683943,5,3
24683986,1,0
24683959,3,0
24684065,1,0
24683929,1,1
24684042,1,0
24683798,1,0
24684022,5,0
24683682,1,1
24683845,9,1
24683979,4,0
24683901,0,0
24683628,1,0
24683878,7,1
24683770,1,0
24683813,4,0
24683644,1,1
24684082,1,0
24683698,1,0
24683738,1,0
24683778,17,3
24684075,0,1
24683637,2,0
24683866,8,1
24683873,1,0
24684049,3,0
24683936,3,1
24683783,13,3
24683888,10,1
24683820,5,1
24683855,5,0
24683609,13,3
24683617,3,0
24683654,7,1
24683861,2,0
24683662,1,0
24683991,7,0
etw2uz11zryf4sc2hpd19zbzp,1,0
e0fc5c7hd89mh6jjwm91ign85,13,1
ezod1hvf5jh13pp49b1fkydkp,5,0
euwtzth7qv1fswg7wu3yxaoag,4,0
em83lp1qiuv6f6i9jn51ob19v,1,0
eu9yj4onq8vcsqeki1rugaoxq,14,1
eirz2oaa2sb189r9jr7s9cu1h,5,0
7382590,1,0
7382739,0,1
7383373,1,0
7382939,2,1
7383234,3,0
7383158,2,0
7383350,2,0
26027878,1,1
26028107,0,1
26027642,1,0
26028093,2,0
26027621,1,0
10071640,1,0
10071569,0,1
10071705,3,0
10071559,7,0
10071712,8,0
10071588,5,0
10071646,1,0
10071599,1,0
10071536,5,0
10071667,3,0
10071714,3,0
10071699,1,0
10071711,3,0
10071709,2,0
10071708,1,0
10071526,3,0
10071633,0,1
10071720,2,0
10071715,1,0
10071578,3,0
10071710,1,0
10071701,4,0
10071703,7,0
18023767,1,1
18023812,1,0
18023791,2,0
18023802,2,1
18023757,4,1
18023731,3,2
18023863,0,1
37163456,4,0
37163445,2,0
37163448,11,4
37163436,8,1
37163429,19,1
37163441,5,0
37163447,3,0
37163452,7,2
37163437,6,2
37163434,9,0
37163426,16,1
37163457,0,0
37163462,2,0
37163446,2,0
37163450,3,0
37163428,1,0
37163455,3,0
27005009,1,0
27004939,4,2
27004941,2,0
27004930,9,1
27004938,0,1
27004935,1,0
27005004,3,0
egua480q4pbphy7r643kxoytm,0,1
evq4hw796q27uw0m6wztq2vj5,0,1
eenpqbaxxpmsixe8ed7n6yeo9,1,0
ex4um4kxvq743315nco4lsxke,0,1
ekk8bvl0obb6k5j9aptrmnqsy,0,1
eg4f74j70ddi2exp44bj91snv,3,0
ekjq1aey1tcbnsb4hmoejwlgg,1,0
ey95tqwrt4sxnbhscylnhgvxd,0,1
en4krc54eqvrsfygnkeo1preq,1,1
eigu4w401jw43jdl06l6161so,0,1
18895576,2,0
18895351,1,0
18895296,1,2
18895581,1,0
18895417,0,1
18895627,4,1
27019991,1,0
27020094,4,1
27020074,19,1
27020090,19,1
27020148,1,0
27020154,12,0
27020108,2,1
27020100,2,0
27020084,19,0
27020109,1,0
27020089,6,0
27020155,3,0
27020086,13,0
27019997,3,0
27019992,4,0
27020082,4,0
27020088,1,1
27020085,1,0
27019993,1,0
27020083,2,0
27020093,10,0
27020077,3,0
27020152,7,1
27020075,9,0
27020104,5,1
27019995,3,0
27020106,1,0
27019996,6,0
27020092,20,0
27020076,14,1
27019994,3,0
2829093,6,1
2829083,3,0
2829078,1,0
2829082,6,0
2829073,18,0
2829071,1,0
2829079,3,0
2829090,1,1
2829075,10,1
2829096,1,0
2829097,1,0
2829086,0,0
2829077,0,1
2829084,14,1
26028406,8,0
26028377,2,0
26028410,5,0
26028389,2,0
26028376,5,0
26028381,9,0
28452251,1,0
26028404,5,0
26028385,6,0
26028375,1,0
26028382,19,1
26028411,1,0
26028372,2,0
26028400,6,0
26028397,1,0
26028383,6,0
26028380,13,0
26028388,5,0
28452253,1,0
26028379,3,0
26028403,12,1
26028392,6,0
26028399,3,0
26028402,4,0
26028367,1,0
26028401,5,0
28452250,1,0
26028386,3,0
26028373,1,0
26028396,2,0
26028405,4,0
26028395,4,1
26028398,1,0
26028384,11,0
26028378,5,0
26028394,2,0
26028393,4,0
19643939,3,0
19643958,1,0
19643953,1,1
19643929,1,0
19643910,1,0
19643956,1,0
19643883,1,0
19643964,1,0
19643993,1,0
19643923,3,0
19643966,1,0
19643987,3,0
19643960,1,0
19643881,0,0
19643994,2,1
19643989,1,0
19643937,1,1
19643948,1,0
19643951,0,2
19643921,0,0
19643886,2,0
19644012,2,0
19643992,1,0
19643869,2,2
19643982,1,0
19643894,1,0
19643969,2,0
19643933,1,0
19643949,3,0
19643878,3,1
19643950,3,0
19643952,4,0
19644013,18,2
19643900,1,0
19643941,1,0
19643977,18,2
19643988,1,0
19644010,3,0
19643997,3,0
19643995,12,0
19643903,4,1
19643973,1,0
19643981,3,0
19644003,1,0
19643875,1,1
19643955,1,0
19643979,2,0
19643925,10,1
19644000,1,0
19644017,1,1
19643945,1,0
19643917,1,2
19643984,6,0
19644007,0,1
19643896,8,0
19643967,17,2
19644006,1,0
19643985,5,1
19644009,1,2
19643947,1,1
19643927,1,0
19643980,3,0
19643888,1,0
e0s6kh6iqojdot4idr2umrmjg,0,0
e6pfgsy42srgx76ehqbui9npm,4,0
e8c11yiphpmxp5sjx0y5kg68p,1,0
eny3kgbm01qlywhzu3d5z33ra,1,0
e0tcfxrx03tkfkml1qzfuf3ln,2,0
ebpjy8c6z0ks5lhgrli68balz,7,1
e5d0m53d17713pxosp8sjccgq,5,1
e2wrnrvt5luts3xob9p9lr4md,2,0
enabc8ql3qgwjzj71405xyelv,1,0
ele7zexsi5kjg849oqa5vo93y,1,0
e0zagvdy5chbqxj96s4fw7z4f,1,0
evmx2svwk7h2j96q47ujim91m,2,0
eyt8si9tz368md18hquzd2ell,1,0
eh83a8x1a2yw4j955f8ewxxvi,5,0
exqkzdpimfe9rfjrfiibrtar5,1,0
e0xwlorjnl1fofun5xh8t3oyc,1,0
eub3xb4gfsrwz1b663dy607h1,0,0
ekjrdxywsu3m56uz3ie6b0laa,1,0
ey4bzeq1oqlxtqwgrgpphhzla,8,2
ehtnx37z52bfvte6y1b3qlx80,10,2
esogqe8id9yfjk76xsqgjpsrz,5,0
eqrxy2fq7tu4wkplfo2a8ee86,14,0
evd96fh9k7yojb0cr7v0hstcj,7,0
emr9s29fut2lza3tm35h1f9wm,17,3
eqmgjjzmj9uujo2vhljfkhix4,3,1
esi4xbg6lh2xeq8wxe596arfo,5,0
27214653,3,1
27214659,3,0
27214660,8,0
27214658,5,0
27214663,1,0
27214656,20,0
27214665,5,0
27214657,13,2
27214655,11,0
27214644,1,0
27214661,9,0
27214662,12,0
27214649,7,0
27214654,20,0
27214638,19,1
27214651,19,1
27214667,1,0
27214671,18,2
27214666,1,0
27214652,4,2
27214642,10,2
27214639,1,1
3321067,7,0
3321074,1,0
3321107,2,1
3321081,1,0
3321106,0,1
3321115,1,1
3321091,1,0
3321113,0,1
3321098,1,0
3321097,0,1
3321104,0,0
3321072,1,0
3321109,3,1
32049986,1,0
32050655,1,0
3333083,1,0
3333086,0,1
3333127,2,0
3333134,1,0
3333085,3,0
3333108,1,0
3333113,1,0
3333117,1,0
3333082,12,2
3333118,2,0
27432795,15,4
3333164,19,1
27432807,1,0
3333084,18,0
27432803,2,0
3333172,2,0
27432799,11,1
3333159,1,0
3333163,0,0
27432800,4,0
3333137,1,0
3333091,1,0
3333094,0,1
3333089,1,0
3333093,3,0
3333142,0,1
27432797,1,0
27432796,1,0
27432801,2,0
3333173,3,0
3333135,2,0
698086,7,0
698068,6,0
698078,3,1
698049,17,3
698088,0,1
698053,4,0
30186223,1,1
30186231,1,0
30469189,5,0
30186233,4,2
30186238,2,0
30186218,0,1
30186222,0,0
30186240,1,0
30186232,8,1
30186236,1,0
30186243,2,0
30186015,1,0
30186220,1,0
30186225,0,1
30186230,1,0
30186219,3,0
30186245,3,0
15505486,2,2
18996722,3,0
18996702,1,0
18996731,1,0
34635020,0,1
27838273,2,0
27838304,1,0
25761080,1,0
25761075,18,1
25761020,1,0
25760906,3,0
25761078,2,0
25761086,8,0
25760998,2,0
25761144,2,0
25760805,0,1
25761013,1,0
25760978,1,0
25760902,3,0
25760912,1,0
25761177,2,0
25761130,3,1
25761070,18,2
25760925,1,0
25760949,3,0
25760783,3,0
25761029,2,0
25761134,3,0
25761152,1,0
25761157,1,0
25760779,1,0
25761027,1,0
25760956,4,0
25761002,1,0
25761040,1,0
25761073,20,0
25761186,2,0
25761088,4,0
25760980,1,0
12744560,1,0
12744470,1,4
12744597,4,3
12744555,1,0
12744679,4,2
12744546,0,1
12744617,1,1
12744687,2,0
12744526,0,1
12744669,3,1
12744568,1,1
12744602,2,0
12744499,1,0
12744573,1,0
12744565,1,0
12744478,4,1
12744684,11,3
12744506,2,0
12744666,5,1
12744591,1,0
12744542,0,2
12744628,1,0
12744488,3,0
12744657,16,4
12744645,0,1
ejxwd33taswh4amcnm5gefkow,1,0
elu3s5p6i955sri9l61xou1wa,1,0
ebx7u6hg3seo2f349o003oiyj,4,0
e01wokweh540r2ce9zek6wjml,0,2
ecg9z6jq7ro8yvsusw7rvduf0,1,0
ez84kj0jfydtvbutjhoua7hg6,4,0
e9rc92oz0m3ua02ryjm5s5v00,0,1
e6tzqzbtt521fy3mzaqsngpd5,1,0
egkbd786zwujsrfswzp7jdtxs,12,0
e48w3j729kuqxtbd6yx9jl0sk,1,0
edhkj8k7kkvihvxy4nwefnkgd,1,0
egxqp51937k9tebz2wntgpbvr,1,0
e3qwr2b6xa8vjo6wp75gkfzrl,2,0
ey7srraa671j590i9tsosiy5o,2,0
eq0edn6yfj5einif8nfku4pk8,1,0
egvrtm4kthvlute8jfsdi5xdi,3,0
ev0f2cn4vv5lo7xjodw89q5gp,1,0
e5u7dsf3hmd9khoscuowcj6ck,1,0
eh7kpr4ahi7anlclkd6m2sr2k,1,0
e1wuxzbujv1lg4g8vlcn736m2,1,0
e5fa5iw18pzpl22eihkbphbnj,7,0
e2nqwsq2oumsfe5eyjlb0bczn,1,0
e3l1zz1oa1hkkqevlol4bc7i1,3,0
enrokq62q0u65f6cn6y7i9eqq,0,1
ea007rxikonn7ipt08a8xi6kr,1,0
ejb8l6y9oh7pig8petk8qou5e,0,1
eeptrc1qdif4835sa7u8gmdhi,2,0
eeawrhdx30kmrvh48dvdny20g,1,0
e3z4h3e5qv5i1fuj2z6suvujv,1,0
es3qscupdypd4f7fiigzp951g,1,0
26897102,1,0
26897103,1,0
849103,17,3
849190,2,1
849217,8,1
849156,6,2
849149,0,2
849168,3,1
849140,1,0
849166,1,0
849131,3,1
849215,1,0
849124,2,1
849216,5,0
849162,3,0
849191,18,1
849108,1,0
849182,1,0
849219,0,0
849226,5,0
849117,2,1
849212,4,0
849128,1,0
849213,11,2
849118,1,0
849165,3,1
849229,2,0
849119,3,0
849221,2,0
849179,1,0
849228,1,0
849194,4,0
849211,2,0
849210,6,0
849115,1,0
849222,8,0
849231,3,0
849134,6,4
849151,0,0
849204,2,0
849143,2,0
849201,1,0
849148,1,0
849126,6,0
849230,2,0
849195,1,0
849172,1,1
849135,3,0
849189,1,0
849127,2,0
849208,2,0
849121,4,1
849111,0,1
849110,2,1
849224,2,1
849150,1,0
849218,18,0
849198,3,1
849122,3,0
849176,2,0
849203,4,0
849181,4,0
849104,4,0
849123,6,1
849196,15,0
849167,1,0
849209,3,0
849192,17,3
849171,16,3
849214,3,0
849227,2,0
849136,1,0
849116,2,0
849199,4,0
849186,2,0
849202,15,0
849169,2,1
849225,0,0
849163,1,0
2911138,0,1
2911147,0,1
2009376,0,1
2009381,1,0
2009392,1,0
2009358,3,0
2009371,1,0
5383634,1,0
5383710,4,0
5383728,8,0
5383777,9,0
5383724,9,0
5383767,20,0
5383972,1,0
5383816,2,0
5383641,3,0
5383655,1,0
5383963,2,0
5383990,3,0
5383829,7,0
5383957,11,0
5383782,17,0
5383936,1,0
5383897,20,0
5383750,1,0
5383946,2,0
5383976,3,0
5383980,1,0
5383811,9,0
5383802,5,0
5383983,3,0
5383577,14,2
5383651,2,0
5383903,5,0
5383986,3,1
5383806,3,1
5383596,2,0
5383648,2,0
5383703,5,1
5383741,2,0
5383614,2,0
5383735,19,1
5383623,20,0
5383890,10,0
5383601,3,1
5383707,2,0
5383758,1,0
5383744,6,2
5383786,9,0
5383875,0,1
5383790,5,0
5380045,1,0
5380089,1,0
5380007,1,0
5380035,1,0
5380102,0,1
5380085,13,7
5380144,1,0
eal65qo3qqls0zz8mo9vx590d,1,0
e005ukjqpgnaomutz5eux5w82,2,1
30182397,1,0
30182362,2,0
30182372,1,0
30182368,3,0
30182396,1,0
30182369,1,0
30182375,1,0
30182400,1,1
30182371,1,0
30182399,1,0
30182363,2,0
30182365,3,0
30182370,1,0
30182402,3,0
30182364,6,0
exaqp9e7afa82o6jwvthusf3g,2,0
eav44n562sgoy77g8b039zs8g,5,0
ea9jav6jj8556j8vb7d7k9nc9,1,0
e12x98a5gjlvmfocdebirr3wu,0,0
e3wm2vjs9z4hndlm9abperd0p,2,0
eviwjb6u09glqz48sop8obphk,1,0
ex6fkmywl5t8mub8hcxckky4s,1,0
ex0tic9plpr3giruv7428bf2f,1,0
9887637,1,0
9887774,0,1
9887740,5,3
9887799,0,1
9887622,1,0
9887748,1,0
9887591,1,0
19119547,4,0
19119299,13,2
19119564,2,0
19119339,0,1
19119321,2,1
19119533,1,0
19119334,6,0
19119482,4,0
19119366,2,0
19119259,2,0
19119419,2,0
19119316,10,0
19119251,1,0
19119512,1,0
19119456,5,2
19119492,10,2
19119541,3,0
19119360,6,0
19119284,9,1
19119268,1,0
19119497,6,1
19119425,16,0
19119460,5,0
19119305,6,0
19119354,1,0
19119295,8,3
19119292,1,0
19119318,1,0
19119404,3,0
19119439,4,0
19119525,0,0
19119502,2,0
19119310,3,0
19119435,1,1
19119331,1,0
19119344,1,0
19119506,5,0
19119372,6,0
19119313,2,0
19119324,1,0
19119517,4,0
19119301,3,0
19119430,7,1
19119487,3,0
19119445,2,0
19119389,5,0
19119273,1,1
19119350,5,0
19119288,18,1
19119452,1,1
19119529,2,2
9093048,1,0
9093044,0,1
9093075,0,1
9093121,1,2
9093116,1,0
9093062,1,0
9093099,1,0
9093080,1,1
23281480,9,0
23281179,3,0
23281255,5,1
23281431,5,0
23281309,6,1
23281181,5,2
23281515,1,0
23281501,1,0
23281372,14,4
23281506,1,0
23281514,3,2
23281466,13,0
23281402,10,1
23281316,3,1
23281329,1,0
23281483,4,0
23281443,5,0
23281472,2,1
23281517,2,0
23281374,17,0
23281250,14,0
23281214,4,1
23281446,3,0
23281266,1,0
23281449,10,0
23281359,18,1
23281419,5,0
23281292,2,0
23281262,5,0
23281353,10,0
23281245,10,1
23281189,4,0
23281422,11,0
23281392,18,2
23281386,1,0
23281199,1,0
23281210,19,1
23281522,5,0
23281528,0,1
23281383,4,0
23281252,1,0
23281518,1,0
23281505,2,0
23281172,6,0
23281535,15,4
23281205,5,0
23281407,4,0
23281429,5,1
23281247,15,0
23281438,1,0
23281389,0,2
23281496,2,0
23281259,19,1
23281481,3,0
23281168,6,0
23281379,2,0
23281426,4,0
23281436,3,0
23281489,2,0
23281538,1,0
23281398,11,0
23281459,1,0
23281484,3,0
23281362,12,5
23281529,1,0
23281165,8,0
23281508,1,1
23281469,1,0
23281512,1,0
23281451,1,0
23281366,19,1
23281478,4,0
23281520,4,0
23281220,18,2
23281175,3,0
23281368,18,2
23281226,6,0
23281504,0,0
23281510,2,0
23281241,19,1
23281349,2,1
5249017,1,0
5248957,1,0
5249054,2,0
5248944,19,1
5248898,1,0
5249011,1,1
5248886,8,2
5248924,1,0
5248863,1,0
5249003,16,4
5248855,2,0
27370046,1,0
27370037,1,0
27370031,1,0
27370028,2,1
27370032,1,1
27370044,1,0
27370054,0,2
27370052,1,0
27370041,2,0
27370036,1,0
27370043,2,0
27370051,1,1
27370058,1,0
27370038,1,0
27370039,1,0
18813307,2,0
18813213,1,0
18813259,4,0
18813218,8,1
18813247,1,0
18813242,2,1
18813206,5,0
18813289,2,0
18813228,1,0
18813273,5,0
18813236,4,0
30118100,1,0
26853457,7,0
26853462,19,1
26853453,7,0
26853456,19,1
26853460,6,0
26853459,1,0
30118104,14,0
26853464,13,0
26853784,20,0
26853859,8,0
26853781,2,0
26853782,7,0
26853789,1,0
26853785,11,1
26853857,8,0
26853855,19,1
26853455,20,0
30118103,4,0
26853866,12,0
26853787,19,1
26853461,19,1
26853458,9,1
26853862,20,0
26655638,0,1
26655640,18,2
26656443,1,0
26655921,1,0
26656445,1,0
26663498,0,1
26655927,2,0
26655924,1,0
26655639,4,0
26655642,5,1
26656178,2,0
26656180,1,0
23186206,3,0
23186199,12,3
23186208,12,0
23186177,14,6
23186184,0,1
23186207,7,0
23186209,3,0
23186172,5,3
23186247,3,0
23186213,7,4
23186248,4,1
23186251,2,1
23186162,3,1
23186212,11,2
23186194,1,2
23186186,0,0
23186182,2,0
23186201,5,2
23186241,1,0
23186170,4,1
23186216,1,0
23186246,3,0
23186166,7,1
23186165,11,2
23186210,3,0
23186203,1,0
23186228,7,9
23186225,5,0
23186176,1,0
23186214,2,1
23186174,2,0
23186244,7,4
23186197,10,4
23186221,5,3
23186171,5,2
23186245,2,1
23186204,1,0
23186169,1,0
23186164,9,7
23186202,4,1
23186235,1,1
23186232,3,0
23186249,1,0
emw4ql8043z4trje5mdvb4sv7,0,1
37277503,5,3
37277507,4,1
37277506,0,1
37277501,18,2
e2ynobywfykv6v8cdif7vj9a1,1,0
ei69yqjr864k5zw2b6fm8ns3k,15,1
e11vfulcx9ypmbi9uhrpzvror,19,1
ebhmf9v6zr62u97pe6k29wbtb,4,0
e1ol7wdu2e7su5qwxq4zbv90b,19,1
eciurt6f0qi3vhl8tdnc5hyqe,19,1
eai0687frovuhd060gzc51kuc,1,0
ersynpz1escybc6qsszjcowez,4,0
erjen8d8lze7c6btfts2t7vhs,13,1
e6vi2tvn0h3cibp97wl9od0ac,17,1
ezmpyiadneut0mph16zjpy4jn,1,0
edkypk1m45ssy0howejdg4u6e,3,1
efptman69fjy7ap28fpd72g39,4,0
e2dvpargjpqi5irpulwrobus3,20,0
efcn9t4xdgikl4cvgp9bq2muj,1,0
e6j83mcqaxf8nl3uvhc3mq9b2,3,0
eoikvjyz5gwswvy1yo3g20fge,15,0
ekichhi0gxcz7z267kqisjeld,1,0
ehrxj4aa722vf9620v5bsyaj6,2,1
eeptjmzkp0129v282yar57sas,13,0
37594824,1,1
37594847,1,0
37594844,1,0
37594801,1,0
37594804,5,0
37594805,1,0
37594865,20,0
37594878,19,1
37594796,1,0
37594816,20,0
37594815,1,0
37594868,1,0
37594866,4,0
37594874,3,0
37594841,1,0
37594870,1,0
37594820,1,0
37594843,5,0
37594830,1,0
37594842,1,0
37594794,3,0
37594786,1,0
37594848,1,0
37594813,2,0
37594838,2,0
33598891,14,1
33598744,0,0
33598869,1,0
33598879,6,0
33598865,4,0
33598740,1,0
33598738,0,1
33598888,1,0
33598885,13,1
33598750,2,1
33598877,1,0
33598884,0,1
33598752,8,1
33598874,2,0
33598743,2,0
33598756,2,0
33598730,3,0
33598866,1,0
33598764,0,0
33598868,1,0
33598759,2,0
33598761,1,0
33598867,0,1
33598754,2,1
33598889,2,0
33598883,0,0
33598733,4,1
33598737,2,0
2826946,1,0
2826935,2,1
2826961,2,0
2826957,0,1
2826985,1,0
2826966,2,0
2826943,1,1
2826986,1,0
2826949,1,0
15351876,1,0
15351871,6,0
15351817,0,1
3534763,7,2
3534748,3,1
3534701,1,1
3534741,1,0
3534710,1,1
3534813,1,0
3534896,2,1
3534684,3,2
3534737,0,0
3534732,1,0
3534734,2,0
3534894,1,1
3534899,1,0
3534840,3,0
3534776,1,0
3534847,19,1
3534689,1,1
3534750,0,1
3534705,2,1
3534783,15,2
3534756,1,0
3534739,1,1
3534696,2,0
3534851,1,0
3534725,1,0
3534790,2,0
3534727,14,1
3534866,4,2
3534795,12,1
3534691,2,1
3534715,1,0
3534859,7,3
3534862,3,2
3534780,2,0
3534694,5,2
18848089,2,0
8185667,7,0
8186659,2,0
8185629,2,2
8185651,2,0
8186628,6,0
8185878,2,2
8186225,1,0
8185832,0,1
8185770,1,0
5418324,1,0
5420221,1,0
5417942,0,0
5419238,1,0
5420300,1,0
5419261,1,0
5418496,1,0
26831954,20,0
26831933,20,0
26831928,2,0
26831943,5,0
26831950,19,1
26831934,11,0
26831947,5,0
26831944,3,0
26831921,3,0
26831925,11,0
26831956,1,0
26831919,20,0
26831946,2,1
26831937,18,0
26831961,1,0
26831926,6,0
26831940,9,0
26831935,20,0
26831942,2,0
26831941,4,0
26831938,17,0
26831949,5,1
26831920,1,0
26831924,4,1
26831952,0,1
26831923,18,2
26831951,20,0
